1,1.1102177
2,1.1084553
3,1.0656586
4,1.1161363
5,1.1240965
6,1.0794199
7,1.1494602
8,1.1453186
9,1.1504148
10,1.1850164
11,1.190891
12,1.1720922
13,1.1910527
14,1.2298546
15,1.1880125
16,1.1930647
17,1.2437775
18,1.1985575
19,1.2001436
20,1.2460539
21,1.2108501
22,1.1979847
23,1.221777
24,1.2131412
25,1.2464504
26,1.2265208
27,1.2281363
28,1.2044175
29,1.2349508
30,1.2080891
31,1.19305
32,1.2198824
33,1.1899071
34,1.2189277
35,1.2152121
36,1.1743981
37,1.2146246
38,1.2192509
39,1.2267851
40,1.2237009
41,1.2373594
42,1.2231575
43,1.2477134
44,1.2557471
45,1.247596
46,1.2769397
47,1.2479484
48,1.2613426
49,1.2915089
50,1.2899961
51,1.3109686
52,1.3189728
53,1.2848265
54,1.3015985
55,1.3568642
56,1.3202358
57,1.3562473
58,1.3430735
59,1.3246272
60,1.3130541
61,1.3536037
62,1.3569229
63,1.3575985
64,1.3659551
65,1.3729166
66,1.4086637
67,1.3657348
68,1.399749
69,1.4100443
70,1.4419876
71,1.4245253
72,1.4277122
73,1.4431185
74,1.4254211
75,1.4208536
76,1.4305174
77,1.4281381
78,1.4207802
79,1.470553
80,1.4395643
81,1.4164183
82,1.4574673
83,1.4243784
84,1.4210886
85,1.4423988
86,1.4089282
87,1.4157426
88,1.4089428
89,1.3993378
90,1.4351877
91,1.4163449
92,1.4192528
93,1.4239966
94,1.4391384
95,1.4209417
96,1.4388006
97,1.4754436
98,1.4981638
99,1.4498596
100,1.4634447
101,1.4837122
102,1.4730937
103,1.4905856
104,1.4814651
105,1.5080478
106,1.5051546
107,1.4912905
108,1.5597594
109,1.5346893
110,1.5318549
111,1.5942287
112,1.563475
113,1.563475
114,1.572757
115,1.552695
116,1.5725073
117,1.5914236
118,1.5783085
119,1.6250999
120,1.6195631
121,1.6039072
122,1.6225445
123,1.6036723
124,1.6165965
125,1.6540031
126,1.6004118
127,1.6085335
128,1.6435903
129,1.6129248
130,1.6208556
131,1.6024386
132,1.6199596
133,1.610575
134,1.5910858
135,1.6097378
136,1.6053905
137,1.5673376
138,1.6048912
139,1.5950072
140,1.5780001
141,1.5977829
142,1.5768251
143,1.6142318
144,1.58831
145,1.5869735
146,1.5930538
147,1.5838454
148,1.6078726
149,1.6318117
150,1.6123374
151,1.6442659
152,1.6323845
153,1.6788676
154,1.6513302
155,1.6842134
156,1.6773989
157,1.6855059
158,1.6902497
159,1.688076
160,1.6897943
161,1.6877382
162,1.7169939
163,1.7126614
164,1.7101059
165,1.7231476
166,1.7501415
167,1.7718337
168,1.7485994
169,1.7623901
170,1.7688669
171,1.7556343
172,1.7707908
173,1.812207
174,1.7899568
175,1.8140135
176,1.7959783
177,1.8334439
178,1.8233541
179,1.8308443
180,1.8278482
181,1.8280833
182,1.8128092
183,1.8247935
184,1.836763
185,1.7915137
186,1.8027636
187,1.8051722
188,1.799415
189,1.7817471
190,1.7835829
191,1.7931732
192,1.7437528
193,1.7461027
194,1.7721274
195,1.7400665
196,1.756119
197,1.7424605
198,1.7534754
199,1.767971
200,1.7386566
201,1.7476742
202,1.7120739
203,1.738642
204,1.775564
205,1.735543
206,1.7519186
207,1.7932026
208,1.7718337
209,1.78442
210,1.8091081
211,1.7944803
212,1.8387016
213,1.8066995
214,1.7963015
215,1.846133
216,1.8144687
217,1.8511264
218,1.8391129
219,1.8199469
220,1.8729948
221,1.9021183
222,1.9180826
223,1.9284954
224,1.8917789
225,1.9366906
226,1.9206822
227,1.8725688
228,1.930904
229,1.9179211
230,1.9148222
231,1.9185966
232,1.8748306
233,1.9355303
234,1.9086978
235,1.8852141
236,1.9005468
237,1.8819243
238,1.8784142
239,1.8677223
240,1.8770483
241,1.8366308
242,1.8973305
243,1.882027
244,1.829126
245,1.8511852
246,1.8390394
247,1.8290231
248,1.8080801
249,1.8181845
250,1.7990185
251,1.8161724
252,1.7568827
253,1.7847579
254,1.7928207
255,1.7715839
256,1.7855508
257,1.7657093
258,1.7445606
259,1.7513459
260,1.7173758
261,1.7430332
262,1.8054218
263,1.768441
264,1.7558987
265,1.7952147
266,1.7762249
267,1.7616851
268,1.7783251
269,1.7852571
270,1.8008983
271,1.7975204
272,1.7941573
273,1.7750794
274,1.8130295
275,1.8187132
276,1.8267027
277,1.840978
278,1.8788989
279,1.850495
280,1.8654606
281,1.8930861
282,1.8607315
283,1.8194916
284,1.8876226
285,1.8719374
286,1.8529036
287,1.8815277
288,1.8667383
289,1.8751684
290,1.8949807
291,1.8436363
292,1.8480717
293,1.8258655
294,1.8471905
295,1.8132792
296,1.7939222
297,1.820035
298,1.7622726
299,1.8192272
300,1.7639176
301,1.7449131
302,1.7580429
303,1.7363949
304,1.7262611
305,1.7064049
306,1.700824
307,1.6849918
308,1.7302558
309,1.6804978
310,1.6987531
311,1.6769435
312,1.6396103
313,1.6931282
314,1.6589819
315,1.6596575
316,1.6697619
317,1.6547375
318,1.6467626
319,1.6679995
320,1.633207
321,1.6666189
322,1.6818049
323,1.6378626
324,1.6652677
325,1.6464837
326,1.6499056
327,1.662771
328,1.6663692
329,1.7185653
330,1.6786619
331,1.6976516
332,1.7329876
333,1.6853297
334,1.7164065
335,1.7576463
336,1.695713
337,1.719285
338,1.7369089
339,1.6667511
340,1.7184038
341,1.7198871
342,1.706919
343,1.6846393
344,1.6587322
345,1.7170674
346,1.6822602
347,1.676738
348,1.6821133
349,1.6343378
350,1.6613171
351,1.6298584
352,1.6223389
353,1.6525933
354,1.6365114
355,1.586812
356,1.6140703
357,1.5695406
358,1.5638568
359,1.5320898
360,1.5686594
361,1.5623147
362,1.510339
363,1.5563961
364,1.5254662
365,1.4829338
366,1.4976791
367,1.4740632
368,1.4856361
369,1.4711258
370,1.4814211
371,1.4581869
372,1.4654421
373,1.4836681
374,1.4489931
375,1.4432653
376,1.4678653
377,1.4742835
378,1.4628279
379,1.474959
380,1.4687172
381,1.48897
382,1.5403877
383,1.5524307
384,1.5009396
385,1.5280803
386,1.527537
387,1.4964308
388,1.5251725
389,1.5004256
390,1.4847549
391,1.5276251
392,1.5002639
393,1.5014683
394,1.507857
395,1.4981197
396,1.4973414
397,1.4758695
398,1.5011011
399,1.4890581
400,1.4519304
401,1.4953587
402,1.4622844
403,1.425568
404,1.4532816
405,1.4404602
406,1.4041256
407,1.4153755
408,1.3839903
409,1.3597574
410,1.349095
411,1.3415902
412,1.3186643
413,1.323555
414,1.3541619
415,1.3108511
416,1.3192666
417,1.3295177
418,1.3065186
419,1.3089418
420,1.2909508
421,1.2769544
422,1.2455692
423,1.244174
424,1.2822857
425,1.2650877
426,1.2495346
427,1.2544399
428,1.2528832
429,1.2450111
430,1.2658514
431,1.2112761
432,1.2141106
433,1.2481982
434,1.2490352
435,1.2099543
436,1.2355824
437,1.252751
438,1.219574
439,1.2566723
440,1.2743549
441,1.2706833
442,1.2801561
443,1.3160795
444,1.2499752
445,1.2729304
446,1.2694349
447,1.2659982
448,1.2510474
449,1.2567164
450,1.2863833
451,1.2574066
452,1.2715057
453,1.2505627
454,1.2049755
455,1.2708743
456,1.2284153
457,1.2327919
458,1.1918457
459,1.1789215
460,1.2045643
461,1.1871313
462,1.1794062
463,1.1307201
464,1.1502092
465,1.1912142
466,1.1142858
467,1.0821222
468,1.152985
469,1.0855736
470,1.1115983
471,1.0935924
472,1.1072657
473,1.1121123
474,1.0457876
475,1.0825775
476,1.0343468
477,1.0535421
478,1.0757335
479,1.0189699
480,1.0796255
481,1.0747789
482,1.0431147
483,1.0638815
484,1.0148576
485,1.0335243
486,1.0137122
487,1.0035343
488,1.0553045
489,1.0421013
490,1.0452442
491,1.0403242
492,1.0302198
493,1.0287952
494,1.0584915
495,1.0581831
496,1.0862932
497,1.0586824
498,1.0459492
499,1.0291331
500,1.0360944
501,1.0496649
502,1.0405445
503,1.0548346
504,1.0302051
505,1.0568173
506,1.0237871
507,1.0203358
508,1.0283693
509,0.98905337
510,1.0121994
511,1.0015075
512,0.97189939
513,0.9795658
514,0.97561514
515,0.94098413
516,0.95577353
517,0.96545202
518,0.90015543
519,0.98085821
520,0.93975049
521,0.91269779
522,0.97273654
523,0.92687035
524,0.93555009
525,0.92083418
526,0.92995453
527,0.92312527
528,0.88918459
529,0.90385646
530,0.88382399
531,0.86417329
532,0.88452893
533,0.87128162
534,0.87999076
535,0.88545418
536,0.8528353
537,0.86063385
538,0.8650986
539,0.83121663
540,0.8523947
541,0.84710753
542,0.85948831
543,0.83692968
544,0.82531261
545,0.82604694
546,0.84581506
547,0.83535826
548,0.84873772
549,0.84231967
550,0.86815339
551,0.85813713
552,0.83209783
553,0.84928113
554,0.84064543
555,0.82942486
556,0.84621161
557,0.83214188
558,0.84781247
559,0.82055414
560,0.81000918
561,0.82597351
562,0.81163943
563,0.79416239
564,0.78902209
565,0.79420644
566,0.77715528
567,0.749897
568,0.74800241
569,0.78499794
570,0.77553976
571,0.77239686
572,0.7710163
573,0.75793058
574,0.77762526
575,0.73197937
576,0.80406111
577,0.74801713
578,0.74764997
579,0.77097225
580,0.71498698
581,0.76478922
582,0.72335833
583,0.69928706
584,0.72243309
585,0.70149004
586,0.68062037
587,0.7156626
588,0.6912241
589,0.68846303
590,0.6681515
591,0.67932796
592,0.66915017
593,0.65415514
594,0.65199625
595,0.64534318
596,0.65816462
597,0.64549005
598,0.63902795
599,0.61071223
600,0.64196527
601,0.65004289
602,0.65290678
603,0.67881393
604,0.67179376
605,0.64626849
606,0.68250024
607,0.64412421
608,0.6312294
609,0.64494669
610,0.64126033
611,0.63631094
612,0.64970511
613,0.65005761
614,0.61068285
615,0.62873268
616,0.6262213
617,0.59935951
618,0.59853709
619,0.59631938
620,0.61558819
621,0.59103221
622,0.59683341
623,0.56568319
624,0.58433515
625,0.58020818
626,0.60065192
627,0.58462888
628,0.59977072
629,0.61216623
630,0.58449668
631,0.61821711
632,0.57191026
633,0.56729871
634,0.58000261
635,0.55646002
636,0.53303492
637,0.54137689
638,0.51855391
639,0.53400421
640,0.50783271
641,0.53278524
642,0.52880514
643,0.48216057
644,0.52968633
645,0.4951582
646,0.44312364
647,0.50489539
648,0.44860172
649,0.49126625
650,0.47885609
651,0.45817739
652,0.4998579
653,0.46030694
654,0.47798958
655,0.48561192
656,0.47631532
657,0.51993448
658,0.50380862
659,0.47411233
660,0.51007974
661,0.50750959
662,0.48390827
663,0.49094313
664,0.47593346
665,0.48900452
666,0.46894264
667,0.46481571
668,0.49354267
669,0.4424921
670,0.47719651
671,0.47198278
672,0.45607719
673,0.43951073
674,0.41247272
675,0.42169589
676,0.42307645
677,0.40283832
678,0.44422513
679,0.4147051
680,0.40028286
681,0.44297677
682,0.3914856
683,0.41247272
684,0.4173193
685,0.48841706
686,0.39733085
687,0.39846173
688,0.45770741
689,0.35780925
690,0.41076908
691,0.37954539
692,0.37403792
693,0.36601907
694,0.35672244
695,0.35538596
696,0.35632592
697,0.34388638
698,0.33918667
699,0.31423417
700,0.30813923
701,0.33256301
702,0.29779989
703,0.2973446
704,0.30669993
705,0.3098135
706,0.31956539
707,0.29399604
708,0.31493911
709,0.33613187
710,0.34181556
711,0.35782394
712,0.34199181
713,0.34177151
714,0.37829703
715,0.32974321
716,0.29621372
717,0.30813923
718,0.31709805
719,0.30678806
720,0.2992979
721,0.26729584
722,0.29386386
723,0.30081064
724,0.27296486
725,0.25870419
726,0.25213927
727,0.25962943
728,0.24989223
729,0.25462133
730,0.2318718
731,0.26352137
732,0.26475507
733,0.24958381
734,0.25419539
735,0.27104092
736,0.24163838
737,0.30455571
738,0.28064594
739,0.27035064
740,0.2824524
741,0.24072781
742,0.24523659
743,0.26363888
744,0.23244457
745,0.2580139
746,0.20882854
747,0.1958456
748,0.22476348
749,0.18014565
750,0.19922352
751,0.19403915
752,0.18823795
753,0.16031876
754,0.15647087
755,0.15021439
756,0.16488628
757,0.14135838
758,0.11750736
759,0.14005128
760,0.12371979
761,0.15635338
762,0.14633712
763,0.15165368
764,0.16075936
765,0.16644306
766,0.1971674
767,0.16446038
768,0.16087684
769,0.20594998
770,0.15761642
771,0.1475708
772,0.15815982
773,0.16537094
774,0.14627838
775,0.14560279
776,0.10856323
777,0.14592591
778,0.14854011
